mep_id,display_name,first_name,last_name,country,country_code,national_party,eu_group_short,eu_group_full,eu_group_code,vote_position_raw,vote_label_en,vote_label_technical_en,vote_date,email,photo_url_ep,mep_profile_url_ep,source_url
197534,François-Xavier BELLAMY,François-Xavier,BELLAMY,France,FRA,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,fxbellamy@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197534.jpg,https://www.europarl.europa.eu/meps/en/197534,https://howtheyvote.eu/votes/195775
197658,Dragoş BENEA,Dragoş,BENEA,Romania,ROU,,S&D,Progressive Alliance of Socialists and Democrats,SD,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,adrian-dragos.benea@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197658.jpg,https://www.europarl.europa.eu/meps/en/197658,https://howtheyvote.eu/votes/195775
124867,Brando BENIFEI,Brando,BENIFEI,Italy,ITA,,S&D,Progressive Alliance of Socialists and Democrats,SD,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,brando.benifei@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/124867.jpg,https://www.europarl.europa.eu/meps/en/124867,https://howtheyvote.eu/votes/195775
197679,Isabel BENJUMEA BENJUMEA,Isabel,BENJUMEA BENJUMEA,Spain,ESP,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,isabel.benjumea@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197679.jpg,https://www.europarl.europa.eu/meps/en/197679,https://howtheyvote.eu/votes/195775
197408,Hildegard BENTELE,Hildegard,BENTELE,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,hildegard.bentele@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197408.jpg,https://www.europarl.europa.eu/meps/en/197408,https://howtheyvote.eu/votes/195775
23868,Monika BEŇOVÁ,Monika,BEŇOVÁ,Slovakia,SVK,,Non-attached,Non-attached Members,NI,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,monika.benova@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/23868.jpg,https://www.europarl.europa.eu/meps/en/23868,https://howtheyvote.eu/votes/195775
256960,Sibylle BERG,Sibylle,BERG,Germany,DEU,,Non-attached,Non-attached Members,NI,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,sibylle.berg@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256960.jpg,https://www.europarl.europa.eu/meps/en/256960,https://howtheyvote.eu/votes/195775
197410,Stefan BERGER,Stefan,BERGER,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,stefan.berger@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197410.jpg,https://www.europarl.europa.eu/meps/en/197410,https://howtheyvote.eu/votes/195775
4746,Sergio BERLATO,Sergio,BERLATO,Italy,ITA,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,sergio.berlato@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/4746.jpg,https://www.europarl.europa.eu/meps/en/4746,https://howtheyvote.eu/votes/195775
197648,Alexander BERNHUBER,Alexander,BERNHUBER,Austria,AUT,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,alexander.bernhuber@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197648.jpg,https://www.europarl.europa.eu/meps/en/197648,https://howtheyvote.eu/votes/195775
197498,Robert BIEDROŃ,Robert,BIEDROŃ,Poland,POL,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,robert.biedron@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197498.jpg,https://www.europarl.europa.eu/meps/en/197498,https://howtheyvote.eu/votes/195775
23788,Adam BIELAN,Adam,BIELAN,Poland,POL,,ECR,European Conservatives and Reformists,ECR,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,adam.bielan@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/23788.jpg,https://www.europarl.europa.eu/meps/en/23788,https://howtheyvote.eu/votes/195775
277178,Majbritt BIRKHOLM,Majbritt,BIRKHOLM,Denmark,DNK,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,majbritt.birkholm@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/277178.jpg,https://www.europarl.europa.eu/meps/en/277178,https://howtheyvote.eu/votes/195775
197435,Gabriele BISCHOFF,Gabriele,BISCHOFF,Germany,DEU,,S&D,Progressive Alliance of Socialists and Democrats,SD,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,gabriele.bischoff@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197435.jpg,https://www.europarl.europa.eu/meps/en/197435,https://howtheyvote.eu/votes/195775
257005,Ľuboš BLAHA,Ľuboš,BLAHA,Slovakia,SVK,,Non-attached,Non-attached Members,NI,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,lubos.blaha@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257005.jpg,https://www.europarl.europa.eu/meps/en/257005,https://howtheyvote.eu/votes/195775
96681,Vilija BLINKEVIČIŪTĖ,Vilija,BLINKEVIČIŪTĖ,Lithuania,LTU,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,vilija.blinkeviciute@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/96681.jpg,https://www.europarl.europa.eu/meps/en/96681,https://howtheyvote.eu/votes/195775
256998,Rachel BLOM,Rachel,BLOM,Netherlands,NLD,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,rachel.blom@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256998.jpg,https://www.europarl.europa.eu/meps/en/256998,https://howtheyvote.eu/votes/195775
197449,Michael BLOSS,Michael,BLOSS,Germany,DEU,,Greens/EFA,Greens/European Free Alliance,GREEN_EFA,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,michael.bloss@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197449.jpg,https://www.europarl.europa.eu/meps/en/197449,https://howtheyvote.eu/votes/195775
257073,Tobiasz BOCHEŃSKI,Tobiasz,BOCHEŃSKI,Poland,POL,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,tobiasz.bochenski@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257073.jpg,https://www.europarl.europa.eu/meps/en/257073,https://howtheyvote.eu/votes/195775
197439,Damian BOESELAGER,Damian,BOESELAGER,Germany,DEU,,Greens/EFA,Greens/European Free Alliance,GREEN_EFA,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,damian.boeselager@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197439.jpg,https://www.europarl.europa.eu/meps/en/197439,https://howtheyvote.eu/votes/195775
197636,Ioan-Rareş BOGDAN,Ioan-Rareş,BOGDAN,Romania,ROU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,ioan-rares.bogdan@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197636.jpg,https://www.europarl.europa.eu/meps/en/197636,https://howtheyvote.eu/votes/195775
277777,Csaba BOGDÁN,Csaba,BOGDÁN,Hungary,HUN,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,csaba.bogdan@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/277777.jpg,https://www.europarl.europa.eu/meps/en/277777,https://howtheyvote.eu/votes/195775
257108,Stefano BONACCINI,Stefano,BONACCINI,Italy,ITA,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,stefano.bonaccini@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257108.jpg,https://www.europarl.europa.eu/meps/en/257108,https://howtheyvote.eu/votes/195775
256881,Barbara BONTE,Barbara,BONTE,Belgium,BEL,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,barbara.bonte@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256881.jpg,https://www.europarl.europa.eu/meps/en/256881,https://howtheyvote.eu/votes/195775
101039,Paolo BORCHIA,Paolo,BORCHIA,Italy,ITA,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,paolo.borchia@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/101039.jpg,https://www.europarl.europa.eu/meps/en/101039,https://howtheyvote.eu/votes/195775
257024,Mireia BORRÁS PABÓN,Mireia,BORRÁS PABÓN,Spain,ESP,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,mireia.borras@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257024.jpg,https://www.europarl.europa.eu/meps/en/257024,https://howtheyvote.eu/votes/195775
257457,Zsuzsanna BORVENDÉG,Zsuzsanna,BORVENDÉG,Hungary,HUN,,ESN,Europe of Sovereign Nations,ESN,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,zsuzsanna.borvendeg@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257457.jpg,https://www.europarl.europa.eu/meps/en/257457,https://howtheyvote.eu/votes/195775
